[2019-09-10T17:00:32.595] [ERROR] default - QueryError: ER_DUP_ENTRY: Duplicate entry 'Android' for key 'label'
[2019-09-10T17:00:32.633] [ERROR] default - QueryError: ER_DUP_ENTRY: Duplicate entry 'Java' for key 'label'
[2019-09-10T17:00:32.646] [ERROR] default - QueryError: ER_DUP_ENTRY: Duplicate entry 'JavaScript' for key 'label'
[2019-09-10T17:00:32.671] [ERROR] default - QueryError: ER_DUP_ENTRY: Duplicate entry 'Python' for key 'label'
[2019-09-10T17:00:32.687] [ERROR] default - QueryError: ER_DUP_ENTRY: Duplicate entry 'Security' for key 'label'
[2019-09-10T17:00:32.934] [ERROR] default - QueryError: ER_PARSE_ERROR: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '' at line 1
[2019-09-10T17:06:48.890] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:11:15.082] [ERROR] default - ErrorMessage: connect ECONNREFUSED 127.0.0.1:3306
[2019-09-10T17:12:26.386] [DEBUG] default - URL: /api/pub/labels Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:12:26.398] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:12:47.564] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:12:59.166] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:14:50.580] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:14:55.848] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:14:58.197] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:19:16.659] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:19:31.894] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:19:37.609] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:19:38.566] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:19:45.901] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:19:45.905] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:20:58.373] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:21:04.762] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:21:05.063] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:21:05.068] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:21:57.321] [DEBUG] default - URL: /api/pub/articles/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:21:58.356] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:02.135] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:02.139] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:02.153] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:02.164] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:06.024] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:06.329] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:06.332] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:06.336] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:11.053] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:11.058] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:11.064] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:11.071] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:25.043] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:25.071] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:25.099] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:22:25.113] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:23:05.926] [DEBUG] default - URL: /api/comment/list Method: GET Status: 200 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
[2019-09-10T17:23:10.064] [DEBUG] default - URL: /api/comment/list Method: GET Status: 404 Body: {} Authorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiaWF0IjoxNTY3OTMzMzcwLCJleHAiOjE1Njg1MzgxNzB9.YiPhEB94TCB2kUimV8FC33EddfXUFihn-zZ89IB3Q54 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36
